source,Claims,Frequency
https://www.thepostmillennial.com/australia-arrests-183-for-setting-bushfires-that-celebrities-claim-were-caused-by-climate-change/,no claim,2
https://www.thepostmillennial.com/city-of-edmonton-had-children-listen-to-extinction-rebellion-activist-on-climate-change/,no claim,2
https://www.thepostmillennial.com/joaquin-phoenix-takes-jet-to-climate-protest-to-preach-vegan-diet/,no claim,2
https://www.thepostmillennial.com/trudeau-government-pays-media-to-write-climate-change-news-articles/,no claim,2
https://www.thepostmillennial.com/trudeaus-environment-minister-blames-climate-change-for-low-birth-rate/,no claim,2
https://www.thestar.com/news/canada/2020/02/16/facing-a-climate-emergency-these-researchers-explain-what-gives-them-hope.html,no claim,27
https://www.thestar.com/news/canada/2020/02/16/facing-a-climate-emergency-these-researchers-explain-what-gives-them-hope.html,Species/plants/reefs aren’t showing climate impacts/are benefting from climate change,1
https://www.thestar.com/news/canada/2021/08/10/despairing-about-the-un-report-on-climate-change-experts-say-you-should-do-this-instead.html,no claim,49
https://www.thestar.com/news/canada/2021/08/10/despairing-about-the-un-report-on-climate-change-experts-say-you-should-do-this-instead.html,Climate sensitivity is low/negative feedbacks reduce warming,1
https://www.thestar.com/news/canada/2021/11/01/jason-kenney-says-he-wasnt-consulted-on-justin-trudeaus-cop26-pledge-to-cap-canadas-oil-and-gas-emissions.html,no claim,19
https://www.thestar.com/news/canada/2021/11/01/jason-kenney-says-he-wasnt-consulted-on-justin-trudeaus-cop26-pledge-to-cap-canadas-oil-and-gas-emissions.html,Climate policies (mitigation or adaptation) are harmful,1
https://www.thestar.com/news/canada/2021/11/20/this-little-known-climate-change-hazard-is-creeping-across-northern-canada-these-scientists-are-trying-to-fight-it.html,no claim,40
https://www.thestar.com/opinion/contributors/2021/07/09/im-tired-of-watching-the-world-end-its-time-to-get-radical-on-the-climate-crisis.html,no claim,16
https://www.thestar.com/opinion/contributors/2021/08/27/canadas-trans-mountain-pipline-is-genocide-against-my-people-why-its-climate-suicide-for-insurance-companies.html,no claim,19
https://www.thestar.com/politics/federal-election/2021/08/29/candidate-raises-concern-about-climate-lockdown-otoole-says-focus-is-platform.html,no claim,31
https://www.thestar.com/politics/federal-election/2021/08/29/candidate-raises-concern-about-climate-lockdown-otoole-says-focus-is-platform.html,Climate movement is unreliable/alarmist/corrupt,1
https://www.thestar.com/politics/federal/2021/03/25/supreme-court-rules-canadas-carbon-price-is-constitutional.html,no claim,25
https://www.thestar.com/politics/federal/2021/03/25/supreme-court-rules-canadas-carbon-price-is-constitutional.html,Climate policies (mitigation or adaptation) are harmful,1
https://www.thestar.com/politics/federal/2021/03/28/erin-otoole-wanted-conservatives-to-affirm-that-climate-change-is-real-heres-how-his-attempt-went-off-the-rails.html,no claim,28
https://www.thestar.com/politics/federal/2021/11/18/this-is-what-climate-change-looks-like-bc-floods-signal-need-for-quick-action-to-reduce-emissions-experts-say.html,no claim,23
https://www.thestar.com/politics/political-opinion/2020/02/23/teck-crisis-averted-on-frontier-project-but-federal-climate-plan-is-not-coming-fast-enough-for-investors-or-environmentalists.html,no claim,21
https://www.thesun.co.uk/money/16206971/food-prices-rise-c02-plant-bailout/,no claim,34
https://www.thesun.co.uk/news/10936741/bbc-hires-greta-thunberg-series-climate-change/,no claim,10
https://www.thesun.co.uk/news/13402926/uk-no-snow-decades-global-warming-met-office/,no claim,17
https://www.thesun.co.uk/news/13402926/uk-no-snow-decades-global-warming-met-office/,Weather is cold/snowing,1
https://www.thesun.co.uk/news/14389770/brighton-council-plans-barbecue-beach-ban/,no claim,22
https://www.thesun.co.uk/news/14389770/brighton-council-plans-barbecue-beach-ban/,Climate movement is unreliable/alarmist/corrupt,1
https://www.thesun.co.uk/news/16400735/climate-change-golden-turtle-polar-bear-iceberg/,no claim,16
https://www.thesun.co.uk/news/16615293/macron-cop26-summit-snubbed-boris-johnson-trade-war/,no claim,17
https://www.thesun.co.uk/news/16627460/cop26s-vanity-project-douglas-murray/,no claim,51
https://www.thesun.co.uk/news/16627460/cop26s-vanity-project-douglas-murray/,Climate movement is unreliable/alarmist/corrupt,2
https://www.thesun.co.uk/news/16627460/cop26s-vanity-project-douglas-murray/,Climate policies (mitigation or adaptation) are harmful,1
https://www.thesun.co.uk/news/16659706/camilla-joe-biden-breaking-wind-cop26-chat/,no claim,16
https://www.thesun.co.uk/tv/16186645/richard-madeley-harry-meghan-flying-climate/,no claim,24
https://www.thetruthaboutguns.com/breaking-smith-wesson-leaving-massachusetts-due-to-changing-business-climate-for-firearms-manufacturing/,no claim,11
https://www.thinkinghumanity.com/2020/11/jeff-bezos-worlds-richest-person-announces-donation-of-10-billion-to-help-fight-climate-change.html,no claim,6
https://www.thinkinghumanity.com/2021/02/the-united-states-officially-rejoin-paris-climate-agreement-reversing-trump-decision.html,no claim,10
https://www.thinkinghumanity.com/2021/05/elon-musk-launches-100-million-carbon-dioxide-removal-competition.html,no claim,11
https://www.thinkinghumanity.com/2021/05/elon-musk-launches-100-million-carbon-dioxide-removal-competition.html,There’s no evidence for greenhouse efect/carbon dioxide driving climate change,1
https://www.thinkinghumanity.com/2021/08/81-year-old-greek-woman-whose-picture-became-new-face-of-global-warming-speaks-out-about-her-terror-after-losing-sight-of-husband-during-wildfires-in-evia.html,no claim,13
https://www.thinkinghumanity.com/2021/10/blah-blah-blah-greta-thunberg-mocks-world-leaders-empty-climate-change-promises.html,no claim,7
https://www.trtworld.com/asia/pakistan-puzzled-at-cacophony-over-no-invite-to-us-climate-summit-45574,no claim,23
https://www.trtworld.com/magazine/co2-was-just-converted-into-jet-fuel-and-it-could-reshape-aviation-for-good-42752,no claim,19
https://www.trtworld.com/magazine/co2-was-just-converted-into-jet-fuel-and-it-could-reshape-aviation-for-good-42752,People need energy (e.g. from fossil fuels/nuclear),1
https://www.tuko.co.ke/kenya/counties/431185-world-bank-approves-ksh-166-billion-loan-kenya-fight-climate-change/,no claim,20
https://www.washingtonexaminer.com/news/12-states-sue-biden-for-federal-overreach-on-climate-initiatives,no claim,11
https://www.washingtonexaminer.com/news/12-states-sue-biden-for-federal-overreach-on-climate-initiatives,Climate policies (mitigation or adaptation) are harmful,1
https://www.washingtonexaminer.com/news/anti-police-climate-blamed-in-part-rising-officer-deaths,no claim,25
https://www.washingtonexaminer.com/news/ari-fleischer-john-kerry-climate-change-hypocrisy,no claim,11
https://www.washingtonexaminer.com/news/biden-chats-with-pope-francis-about-immigration-and-climate-change-during-congratulatory-call,no claim,6
https://www.washingtonexaminer.com/news/biden-climate-john-kerry-maskless-flight,no claim,12
https://www.washingtonexaminer.com/news/biden-global-warming-greatest-threat-speech-troops,no claim,15
https://www.washingtonexaminer.com/news/biden-pollster-crime-immigration-race-cllimate-change,no claim,14
https://www.washingtonexaminer.com/news/brainwashed-singer-meat-loaf-says-greta-thunberg-has-been-forced-into-her-beliefs,no claim,6
https://www.washingtonexaminer.com/news/chuck-todd-anthony-fauci-virus-climate-change-inevitable,no claim,11
https://www.washingtonexaminer.com/news/climate-official-regular-people-break-will,no claim,9
https://www.washingtonexaminer.com/news/climate-official-regular-people-break-will,Clean energy technology/biofuels won’t work,1
https://www.washingtonexaminer.com/news/cruz-blast-biden-paris-agreement-pittsburgh,no claim,4
https://www.washingtonexaminer.com/news/cruz-blast-biden-paris-agreement-pittsburgh,Climate policies (mitigation or adaptation) are harmful,3
https://www.washingtonexaminer.com/news/cruz-slam-biden-climate-day-jobs-day,no claim,5
https://www.washingtonexaminer.com/news/cruz-slam-biden-climate-day-jobs-day,Climate policies (mitigation or adaptation) are harmful,3
https://www.washingtonexaminer.com/news/cruz-urges-trump-paris-iran-senate,no claim,8
https://www.washingtonexaminer.com/news/french-government-guilty-violating-paris-climate,no claim,8
https://www.washingtonexaminer.com/news/gavin-newsom-says-california-wildfires-are-america-fast-forward-if-leaders-dont-address-climate-change,no claim,8
https://www.washingtonexaminer.com/news/get-a-climate-president-in-office-jane-fonda-endorses-bernie-sanders-for-president,no claim,7
https://www.washingtonexaminer.com/news/harris-blames-climate-change-border-crisis--guatemalan-president,no claim,18
https://www.washingtonexaminer.com/news/john-kerry-climate-czar-private-plane-obama-party,no claim,18
https://www.washingtonexaminer.com/news/john-kerry-climate-czar-private-plane-obama-party,Climate movement is unreliable/alarmist/corrupt,1
https://www.washingtonexaminer.com/news/john-kerry-family-own-private-jet,no claim,11
https://www.washingtonexaminer.com/news/john-kerry-family-own-private-jet,Climate movement is unreliable/alarmist/corrupt,1
https://www.washingtonexaminer.com/news/kerry-nine-years-climate-catastrophe,no claim,10
https://www.washingtonexaminer.com/news/kerry-private-jet-iceland-climate-change-award-only-choice,no claim,10
https://www.washingtonexaminer.com/news/new-york-climate-protester-falls-off-building,no claim,7
https://www.washingtonexaminer.com/news/obama-scientist-slams-claims-climate-emergency,no claim,10
https://www.washingtonexaminer.com/news/obama-scientist-slams-claims-climate-emergency,Climate movement is unreliable/alarmist/corrupt,3
https://www.washingtonexaminer.com/news/obama-scientist-slams-claims-climate-emergency,Extreme weather isn’t increasing/has happened before/isn’t linked to climate change,2
https://www.washingtonexaminer.com/news/obama-scientist-slams-claims-climate-emergency,Climate hasn’t warmed/changed over the last (few) decade(s),1
https://www.washingtonexaminer.com/news/obama-scientist-slams-claims-climate-emergency,"Climate-related science is unreliable/uncertain/unsound (data, methods & models) 0",1
https://www.washingtonexaminer.com/news/scare-tactic-limbaugh-says-the-media-is-using-their-climate-change-playbook-on-coronavirus-reporting,no claim,15
https://www.washingtonexaminer.com/news/scare-tactic-limbaugh-says-the-media-is-using-their-climate-change-playbook-on-coronavirus-reporting,Climate movement is unreliable/alarmist/corrupt,1
https://www.washingtonexaminer.com/news/taliban-vows-fight-climate-change-terrorism,no claim,10
https://www.washingtonexaminer.com/news/ten-florida-swat-team-members-quit-unit-citing-political-climate,no claim,11
https://www.washingtonexaminer.com/news/university-unveil-life-size-statue-climate-activist-greta-thunberg,no claim,10
https://www.washingtonexaminer.com/news/us-china-to-cooperate-on-climate-crisis-as-top-priority,no claim,13
https://www.washingtonexaminer.com/news/white-house-calls-bidens-infrastructure-package-climate-bill-many-ways,no claim,13
https://www.washingtonexaminer.com/opinion/australian-wildfires-were-caused-by-humans-not-climate-change,no claim,10
https://www.washingtonexaminer.com/opinion/australian-wildfires-were-caused-by-humans-not-climate-change,Extreme weather isn’t increasing/has happened before/isn’t linked to climate change,2
https://www.washingtonexaminer.com/opinion/australian-wildfires-were-caused-by-humans-not-climate-change,Climate movement is unreliable/alarmist/corrupt,2
https://www.washingtonexaminer.com/opinion/banning-gas-stoves-is-not-a-serious-way-to-fight-climate-change,no claim,11
https://www.washingtonexaminer.com/opinion/banning-gas-stoves-is-not-a-serious-way-to-fight-climate-change,Clean energy technology/biofuels won’t work,5
https://www.washingtonexaminer.com/opinion/banning-gas-stoves-is-not-a-serious-way-to-fight-climate-change,Climate policies (mitigation or adaptation) are harmful,2
https://www.washingtonexaminer.com/opinion/op-eds/nuclear-must-be-an-important-part-of-the-climate-conversation,no claim,7
https://www.washingtonexaminer.com/opinion/op-eds/nuclear-must-be-an-important-part-of-the-climate-conversation,People need energy (e.g. from fossil fuels/nuclear),3
https://www.washingtonexaminer.com/opinion/the-media-needs-to-stop-blaming-cold-snaps-on-global-warming,no claim,9
https://www.washingtonexaminer.com/opinion/the-media-needs-to-stop-blaming-cold-snaps-on-global-warming,Extreme weather isn’t increasing/has happened before/isn’t linked to climate change,1
https://www.washingtonexaminer.com/opinion/the-media-needs-to-stop-blaming-cold-snaps-on-global-warming,Climate movement is unreliable/alarmist/corrupt,1
https://www.washingtonexaminer.com/policy/biden-climate-chiefs-move-markets-clean-energy,no claim,13
https://www.washingtonexaminer.com/policy/biden-issues-climate-finance-executive-order,no claim,19
https://www.washingtonexaminer.com/policy/biden-power-emissions-natural-gas-questions,no claim,23
https://www.washingtonexaminer.com/policy/biden-power-emissions-natural-gas-questions,Clean energy technology/biofuels won’t work,3
https://www.washingtonexaminer.com/policy/energy/biden-liberal-climate-policies-feared-by-unions-in-pennsylvania,no claim,51
https://www.washingtonexaminer.com/policy/energy/biden-liberal-climate-policies-feared-by-unions-in-pennsylvania,Climate policies (mitigation or adaptation) are harmful,1
https://www.washingtonexaminer.com/policy/energy/biden-pushes-civilian-climate-corps,no claim,25
https://www.washingtonexaminer.com/policy/energy/biden-signs-order-return-paris-climate-agreement,no claim,23
https://www.washingtonexaminer.com/policy/energy/crenshaw-gonzalez-new-members-pelosi-climate-committee,no claim,12
https://www.washingtonexaminer.com/policy/energy/liberal-activists-pressure-biden-to-move-left-on-climate-change-to-get-bernie-voters,no claim,36
https://www.washingtonexaminer.com/policy/energy/oil-gas-lobby-cedes-biden-supporting-regulation-methane,no claim,18
https://www.washingtonexaminer.com/policy/energy/top-republican-accuses-biden-dictatorship-climate,no claim,25
https://www.washingtonexaminer.com/policy/energy/west-virginias-attorney-general-prepares-for-battle-with-biden-over-climate-mandates,no claim,24
https://www.washingtonexaminer.com/policy/energy/west-virginias-attorney-general-prepares-for-battle-with-biden-over-climate-mandates,Climate policies (mitigation or adaptation) are harmful,1
https://www.washingtonexaminer.com/policy/fed-creates-climate-committee-financial-stability,no claim,10
https://www.washingtonexaminer.com/politics/wyoming-texas-among-states-suing-biden-administration-over-climate-change-executive-order,no claim,10
https://www.washingtonexaminer.com/politics/wyoming-texas-among-states-suing-biden-administration-over-climate-change-executive-order,Climate policies (mitigation or adaptation) are harmful,1
https://www.westernjournal.com/12-states-sue-biden-climate-executive-order-undermining-state-sovereignty-tearing-fabric-liberty/,no claim,24
https://www.westernjournal.com/12-states-sue-biden-climate-executive-order-undermining-state-sovereignty-tearing-fabric-liberty/,Climate policies (mitigation or adaptation) are harmful,2
https://www.westernjournal.com/400-private-jets-follow-bezos-65-million-plane-summit-lecture-world-climate-change/,no claim,24
https://www.westernjournal.com/400-private-jets-follow-bezos-65-million-plane-summit-lecture-world-climate-change/,Climate movement is unreliable/alarmist/corrupt,2
https://www.westernjournal.com/400-private-jets-follow-bezos-65-million-plane-summit-lecture-world-climate-change/,Climate policies (mitigation or adaptation) are harmful,1
https://www.westernjournal.com/aoc-kamala-harris-introduce-climate-equity-act-links-climate-change-racial-justice/,no claim,36
https://www.westernjournal.com/ap-biden-doubles-job-killing-climate-agenda-will-end-oil-drilling-federal-lands/,no claim,25
https://www.westernjournal.com/ap-biden-doubles-job-killing-climate-agenda-will-end-oil-drilling-federal-lands/,People need energy (e.g. from fossil fuels/nuclear),1
https://www.westernjournal.com/appeals-court-deals-blow-teens-trying-sue-trump-administration-climate-change/,no claim,23
https://www.westernjournal.com/australia-slaughtering-10000-camels-combat-global-warming/,no claim,22
https://www.westernjournal.com/australian-police-charged-several-people-intentionally-setting-bushfires-activists-blamed-climate-change/,no claim,24
https://www.westernjournal.com/biden-calls-coronavirus-opportunity-fundamentally-change-science-relating-global-warming/,no claim,25
https://www.westernjournal.com/biden-claims-facts-undeniable-blames-wildfires-climate-change/,no claim,29
https://www.westernjournal.com/biden-economic-policy-will-focus-first-3-stunning-social-issues-not-productivity/,no claim,25
https://www.westernjournal.com/biden-just-created-climate-czar-position-named-familiar-face-role/,no claim,26
https://www.westernjournal.com/biden-just-created-climate-czar-position-named-familiar-face-role/,Climate policies (mitigation or adaptation) are harmful,2
https://www.westernjournal.com/biden-made-telling-move-day-proclaiming-urgent-climate-threat/,no claim,22
https://www.westernjournal.com/biden-made-telling-move-day-proclaiming-urgent-climate-threat/,Climate policies (mitigation or adaptation) are harmful,3
https://www.westernjournal.com/biden-made-telling-move-day-proclaiming-urgent-climate-threat/,People need energy (e.g. from fossil fuels/nuclear),1
https://www.westernjournal.com/biden-may-label-brazil-climate-outlaw-ignore-worlds-prolific-polluter-china/,no claim,39
https://www.westernjournal.com/biden-pledging-billions-global-vaccines-g7-officially-rejoins-paris-climate-agreement/,no claim,24
https://www.westernjournal.com/biden-sign-even-executive-actions-wednesday/,no claim,28
https://www.westernjournal.com/biden-snaps-iowa-man-asking-climate-change-go-vote-someone-else/,no claim,40
https://www.westernjournal.com/biden-takes-page-aocs-book-proposed-climate-plan/,no claim,31
https://www.westernjournal.com/biden-takes-page-aocs-book-proposed-climate-plan/,Climate policies (mitigation or adaptation) are harmful,1
https://www.westernjournal.com/biden-talked-tough-china-3-weeks-ago-look-deal-just-inked-biggest-adversary/,no claim,34
https://www.westernjournal.com/biden-talked-tough-china-3-weeks-ago-look-deal-just-inked-biggest-adversary/,Climate policies (mitigation or adaptation) are harmful,2
https://www.westernjournal.com/biden-throws-us-bus-appease-world-leaders-public-apology-climate-conference/,no claim,23
https://www.westernjournal.com/biden-throws-us-bus-appease-world-leaders-public-apology-climate-conference/,Climate policies (mitigation or adaptation) are harmful,1
https://www.westernjournal.com/biden-white-house-officially-ids-new-culprit-pin-biggest-failure/,no claim,26
https://www.westernjournal.com/bidens-big-climate-summit-gets-off-disastrous-start-thanks-technical-difficulties/,no claim,20
https://www.westernjournal.com/bidens-big-climate-summit-gets-off-disastrous-start-thanks-technical-difficulties/,Climate policies areinefective/fawed,1
https://www.westernjournal.com/bidens-climate-czar-john-kerry-believes-global-warming-11-million-beach-front-home/,no claim,26
https://www.westernjournal.com/bidens-climate-czar-john-kerry-believes-global-warming-11-million-beach-front-home/,Climate movement is unreliable/alarmist/corrupt,2
https://www.westernjournal.com/bidens-department-defense-declares-climate-change-top-priority/,no claim,29
https://www.westernjournal.com/bill-gates-lectures-jet-owning-billionaires-climate-change-sun-valley-gathering/,no claim,33
https://www.westernjournal.com/bloomberg-pub-makes-brutal-dictator-kim-jong-un-victim-climate-change/,no claim,29
https://www.westernjournal.com/cal-thomas-democrats-right-government-can-change-climate-hasnt/,no claim,21
https://www.westernjournal.com/cal-thomas-democrats-right-government-can-change-climate-hasnt/,Climate movement is unreliable/alarmist/corrupt,3
https://www.westernjournal.com/cal-thomas-democrats-right-government-can-change-climate-hasnt/,Climate policies (mitigation or adaptation) are harmful,1
https://www.westernjournal.com/cal-thomas-democrats-right-government-can-change-climate-hasnt/,Climate policies areinefective/fawed,1
https://www.westernjournal.com/carbon-pipeline-cut-corn-belt-farmland-eminent-domain-table-landowners-wont-accept/,no claim,25
https://www.westernjournal.com/china-owned-paper-mocks-biden-administration-sent-john-kerry-talk-climate-change-quite-absurd/,no claim,25
https://www.westernjournal.com/china-owned-paper-mocks-biden-administration-sent-john-kerry-talk-climate-change-quite-absurd/,Climate policies areinefective/fawed,1
https://www.westernjournal.com/chuck-schumer-just-encouraged-biden-make-ultimate-power-grab/,no claim,28
https://www.westernjournal.com/chuck-schumer-just-encouraged-biden-make-ultimate-power-grab/,Climate policies (mitigation or adaptation) are harmful,2
https://www.westernjournal.com/climate-alarmists-ignoring-time-record-crop-production-india/,no claim,16
https://www.westernjournal.com/climate-alarmists-ignoring-time-record-crop-production-india/,Weather is cold/snowing,2
https://www.westernjournal.com/climate-alarmists-ignoring-time-record-crop-production-india/,CO2 is benefcial/not a pollutant,2
https://www.westernjournal.com/climate-alarmists-ignoring-time-record-crop-production-india/,Climate movement is unreliable/alarmist/corrupt,2
https://www.westernjournal.com/climate-alarmists-ignoring-time-record-crop-production-india/,Extreme weather isn’t increasing/has happened before/isn’t linked to climate change,1
https://www.westernjournal.com/climate-alarmists-ignoring-time-record-crop-production-india/,It’s natural cycles/variation,1
https://www.westernjournal.com/climate-alarmists-ignoring-time-record-crop-production-india/,Species/plants/reefs aren’t showing climate impacts/are benefting from climate change,1
https://www.westernjournal.com/climate-change-legislation-will-no-longer-need-price-tag-thanks-dems-new-rule-changes/,no claim,17
https://www.westernjournal.com/climate-change-legislation-will-no-longer-need-price-tag-thanks-dems-new-rule-changes/,Climate policies (mitigation or adaptation) are harmful,2
https://www.westernjournal.com/climate-change-not-crisis-government-wants-use-like-one/,no claim,20
https://www.westernjournal.com/climate-change-not-crisis-government-wants-use-like-one/,Extreme weather isn’t increasing/has happened before/isn’t linked to climate change,5
https://www.westernjournal.com/climate-czar-john-kerrys-private-jet-flying-place-2021-report/,no claim,27
https://www.westernjournal.com/climate-fraud-financial-docs-show-john-kerry-invested-oil-companies-joining-biden-admin/,no claim,25
https://www.westernjournal.com/climate-org-inspired-greta-thunberg-disbands-labeling-racist/,no claim,26
https://www.westernjournal.com/climate-org-inspired-greta-thunberg-disbands-labeling-racist/,Climate movement is unreliable/alarmist/corrupt,1
https://www.westernjournal.com/cnn-biden-official-spark-outrage-suggesting-climate-change-caused-condo-collapse/,no claim,25
https://www.westernjournal.com/cnn-biden-official-spark-outrage-suggesting-climate-change-caused-condo-collapse/,Climate movement is unreliable/alarmist/corrupt,1
https://www.westernjournal.com/coca-cola-introduces-smaller-bottles-help-fight-climate-change/,no claim,21
https://www.westernjournal.com/coca-cola-introduces-smaller-bottles-help-fight-climate-change/,Climate movement is unreliable/alarmist/corrupt,3
https://www.westernjournal.com/companies-must-make-radical-move-meet-paris-accord-goal-sink-american-energy-good/,no claim,23
https://www.westernjournal.com/companies-must-make-radical-move-meet-paris-accord-goal-sink-american-energy-good/,Climate movement is unreliable/alarmist/corrupt,2
https://www.westernjournal.com/companies-must-make-radical-move-meet-paris-accord-goal-sink-american-energy-good/,Climate policies areinefective/fawed,1
https://www.westernjournal.com/cut-red-meat-consumption-90-uk-paper-says-biden-climate-plan-comes-horrible-changes/,no claim,31
https://www.westernjournal.com/cut-red-meat-consumption-90-uk-paper-says-biden-climate-plan-comes-horrible-changes/,Climate policies (mitigation or adaptation) are harmful,7
https://www.westernjournal.com/cut-red-meat-consumption-90-uk-paper-says-biden-climate-plan-comes-horrible-changes/,Climate policies areinefective/fawed,1
https://www.westernjournal.com/cut-red-meat-consumption-90-uk-paper-says-biden-climate-plan-comes-horrible-changes/,Climate movement is unreliable/alarmist/corrupt,1
https://www.westernjournal.com/dem-senator-turns-biden-slams-decision-kill-keystone-pipeline/,no claim,26
https://www.westernjournal.com/dems-notice-conservative-heavyweight-named-pelosis-climate-crisis-committee/,no claim,32
https://www.westernjournal.com/despite-rising-gas-prices-obama-judge-crushes-alaska-oil-project-polar-bears/,no claim,26
https://www.westernjournal.com/despite-rising-gas-prices-obama-judge-crushes-alaska-oil-project-polar-bears/,Species/plants/reefs aren’t showing climate impacts/are benefting from climate change,1
https://www.westernjournal.com/despite-rising-gas-prices-obama-judge-crushes-alaska-oil-project-polar-bears/,People need energy (e.g. from fossil fuels/nuclear),1
https://www.westernjournal.com/doomed-climate-change-named-national-security-threat-biden-executive-order-forces-policy-us-military/,no claim,32
https://www.westernjournal.com/doomed-climate-change-named-national-security-threat-biden-executive-order-forces-policy-us-military/,Climate movement is unreliable/alarmist/corrupt,1
https://www.westernjournal.com/dozens-killed-tornadoes-biden-uses-tragedy-advance-agenda/,no claim,27
https://www.westernjournal.com/dozens-killed-tornadoes-biden-uses-tragedy-advance-agenda/,Climate movement is unreliable/alarmist/corrupt,1
https://www.westernjournal.com/elizabeth-warren-points-blame-disease-outbreaks-like-coronavirus-trump-climate-change/,no claim,27
https://www.westernjournal.com/even-without-green-new-deal-trumps-america-1-reducing-co2-emissions-2019/,no claim,24
https://www.westernjournal.com/even-without-green-new-deal-trumps-america-1-reducing-co2-emissions-2019/,Climate hasn’t warmed/changed over the last (few) decade(s),2
https://www.westernjournal.com/even-without-green-new-deal-trumps-america-1-reducing-co2-emissions-2019/,Climate policies areinefective/fawed,1
https://www.westernjournal.com/even-without-green-new-deal-trumps-america-1-reducing-co2-emissions-2019/,People need energy (e.g. from fossil fuels/nuclear),1
https://www.westernjournal.com/ex-obama-admin-scientist-slams-bidens-climate-crisis-narrative-data-doesnt-support-kind-hysteria/,no claim,23
https://www.westernjournal.com/ex-obama-admin-scientist-slams-bidens-climate-crisis-narrative-data-doesnt-support-kind-hysteria/,Climate movement is unreliable/alarmist/corrupt,1
https://www.westernjournal.com/experts-electricity-prices-already-rising-thanks-practices-biden-wants-increase/,no claim,12
https://www.westernjournal.com/experts-electricity-prices-already-rising-thanks-practices-biden-wants-increase/,Climate policies (mitigation or adaptation) are harmful,6
https://www.westernjournal.com/experts-electricity-prices-already-rising-thanks-practices-biden-wants-increase/,Clean energy technology/biofuels won’t work,6
https://www.westernjournal.com/gop-senator-biden-basically-pledged-allegiance-united-nations-flag-climate-change-conference/,no claim,25
https://www.westernjournal.com/gop-senator-biden-basically-pledged-allegiance-united-nations-flag-climate-change-conference/,Climate policies (mitigation or adaptation) are harmful,2
https://www.westernjournal.com/gop-senator-biden-basically-pledged-allegiance-united-nations-flag-climate-change-conference/,Climate movement is unreliable/alarmist/corrupt,1
https://www.westernjournal.com/head-cannot-go-back-way-things-covid-hit/,no claim,31
https://www.westernjournal.com/house-dems-turn-green-tech-junk-538-page-climate-plan/,no claim,23
https://www.westernjournal.com/house-dems-turn-green-tech-junk-538-page-climate-plan/,Climate policies (mitigation or adaptation) are harmful,1
https://www.westernjournal.com/house-republicans-demand-info-climate-groups-ties-china/,no claim,24
https://www.westernjournal.com/insurrection-climate-change-protesters-attempt-storm-interior-department-building/,no claim,22
https://www.westernjournal.com/jet-riding-global-elite-flock-scotland-emit-co2-1-day-1600-scots-produce-year/,no claim,23
https://www.westernjournal.com/jet-riding-global-elite-flock-scotland-emit-co2-1-day-1600-scots-produce-year/,Climate movement is unreliable/alarmist/corrupt,2
https://www.westernjournal.com/joe-manchin-standing-firm-democratic-partys-spending-package/,no claim,23
https://www.westernjournal.com/john-kerry-claims-9-years-left-avoid-climate-catastrophe/,no claim,21
https://www.westernjournal.com/john-kerry-claims-9-years-left-avoid-climate-catastrophe/,Climate movement is unreliable/alarmist/corrupt,2
https://www.westernjournal.com/john-kerry-claims-9-years-left-avoid-climate-catastrophe/,Weather is cold/snowing,1
https://www.westernjournal.com/john-kerry-claims-9-years-left-avoid-climate-catastrophe/,Climate policies (mitigation or adaptation) are harmful,1
https://www.westernjournal.com/john-kerry-downplays-ongoing-genocide-wants-work-china-climate/,no claim,27
https://www.westernjournal.com/john-kerry-humiliated-climate-change-prediction-turns-totally-wrong/,no claim,26
https://www.westernjournal.com/john-kerry-humiliated-climate-change-prediction-turns-totally-wrong/,Climate movement is unreliable/alarmist/corrupt,4
https://www.westernjournal.com/john-kerry-humiliated-climate-change-prediction-turns-totally-wrong/,It’s natural cycles/variation,3
https://www.westernjournal.com/john-kerry-humiliated-climate-change-prediction-turns-totally-wrong/,Species/plants/reefs aren’t showing climate impacts/are benefting from climate change,2
https://www.westernjournal.com/john-kerry-humiliated-climate-change-prediction-turns-totally-wrong/,Ice/permafrost/snow cover isn’t melting,1
https://www.westernjournal.com/john-kerry-humiliated-climate-change-prediction-turns-totally-wrong/,We’re heading into an ice age/global cooling,1
https://www.westernjournal.com/john-kerry-jets-across-globe-climate-tour-family-flies-private-jet-vacation-idaho/,no claim,27
https://www.westernjournal.com/john-kerry-jets-across-globe-climate-tour-family-flies-private-jet-vacation-idaho/,Climate movement is unreliable/alarmist/corrupt,2
https://www.westernjournal.com/john-stossel-stupid-government-policies-not-climate-change-blame-wildfires/,no claim,38
https://www.westernjournal.com/john-stossel-stupid-government-policies-not-climate-change-blame-wildfires/,Climate movement is unreliable/alarmist/corrupt,2
https://www.westernjournal.com/john-stossel-stupid-government-policies-not-climate-change-blame-wildfires/,Extreme weather isn’t increasing/has happened before/isn’t linked to climate change,1
https://www.westernjournal.com/joker-actor-joaquin-phoenix-blames-farmers-climate-change-getting-off-plane/,no claim,28
https://www.westernjournal.com/kamala-harris-claims-extreme-climate-one-root-causes-border-crisis/,no claim,21
https://www.westernjournal.com/liberal-environmentalist-apologizes-climate-scare-environmentalists-misled-public/,no claim,29
https://www.westernjournal.com/liberal-environmentalist-apologizes-climate-scare-environmentalists-misled-public/,Climate movement is unreliable/alarmist/corrupt,4
